comfortable,2
comic,2
common,2
companion,2
compare,2
complain,2
complete,2
completely,2
computer,2
concert,2
condition,2
contain,2
content,2
continue,2
control,2
conversation,2
cooking,2
copy,2
corn,2
correct,2
cost,2
cotton,2
couple,2
courage,2
course,2
court,2
cousin,2
cowboy,2
crash,2
crazy,2
cream,2
create,2
creation,2
crew,2
cross,2
crowd,2
crowded,2
crown,2
culture,2
curtain,2
curve,2
custom,2
customer,2
cycle,2
daily,2
damage,2
dancer,2
dancing,2
danger,2
dare,2
deaf,2
deal,2
decision,2
deeply,2
defend,2
defense,2
degree,2
deliver,2
demand,2
dentist,2
deny,2
depend,2
depth,2
describe,2
desert,2
design,2
designer,2
destroy,2
detail,2
develop,2
dial,2
diamond,2
difference,2
difficulty,2
dig,2
direct,2
direction,2
directly,2
disappear,2
discount,2
discuss,2
discussion,2
disease,2
disk,2
dislike,2
distance,2
distant,2
district,2
divide,2
double,2
doubt,2
downstairs,2
downtown,2
dozen,2
drama,2
drill,2
drinking,2
drown,2
drug,2
drunk,2
dust,2
duty,2
earn,2
earring,2
easily,2
edge,2
educate,2
education,2
effect,2
effort,2
eighteenth,2
eighth,2
eightieth,2
elbow,2
elder,2
electric,2
electricity,2
elevator,2
eleventh,2
empty,2
ending,2
enemy,2
energy,2
engine,2
engineer,2
entrance,2
envelope,2
equal,2
eraser,2
error,2
escape,2
especially,2
event,2
everyday,2
exact,2
exactly,2
examination,2
examine,2
example,2
excellent,2
except,2
exciting,2
exercise,2
exist,2
exit,2
expect,2
expensive,2
experience,2
explain,2
express,2
fail,2
fair,2
false,2
familiar,2
fan,2
fare,2
fashion,2
fault,2
favor,2
favorite,2
fax,2
fear,2
feed,2
fellow,2
female,2
fence,2
festival,2
fifteenth,2
fifth,2
fiftieth,2
figure,2
fill,2
final,2
finally,2
firm,2
fisherman,2
fishing,2
fit,2
fix,2
flag,2
flight,2
float,2
flood,2
flow,2
follow,2
following,2
foolish,2
force,2
foreign,2
foreigner,2
forever,2
forgive,2
form,2
formal,2
former,2
fortieth,2
fortunate,2
forward,2
fourteenth,2
fourth,2
freedom,2
freeze,2
friendship,2
fuel,2
furniture,2
further,2
gain,2
garage,2
gate,2
gather,2
general,2
generally,2
gentle,2
ghost,2
giant,2
gift,2
girlfriend,2
gorilla,2
grade,2
grammar,2
grand,2
granddaughter,2
grandma,2
grandpa,2
grandson,2
grape,2
grapefruit,2
grateful,2
greatly,2
greatness,2
greeting,2
guard,2
guess,2
gym,2
habit,2
hairbrush,2
haircut,2
hall,2
ham,2
hamburger,2
hammer,2
handkerchief,2
handle,2
handsome,2
hang,2
happily,2
harbor,2
hardly,2
harm,2
hate,2
headache,2
health,2
heat,2
heaven,2
height,2
helicopter,2
hell,2
helpful,2
hero,2
herself,2
hey,2
hide,2
highly,2
hiking,2
himself,2
hire,2
holy,2
homeroom,2
hook,2
host,2
however,2
human,2
hunt,2
illness,2
image,2
imagination,2
imagine,2
immediate,2
immediately,2
importance,2
impossible,2
impression,2
improve,2
inch,2
include,2
industry,2
inform,2
information,2
ink,2
insect,2
instead,2
intelligent,2
intend,2
international,2
introduce,2
invitation,2
iron,2
itself,2
jacket,2
jazz,2
jeans,2
jet,2
journey,2
judge,2
jungle,2
kilo,2
kilogram,2
kilometer,2
knock,2
knowledge,2
labor,2
lack,2
lamp,2
law,2
lawyer,2
lay,2
lazy,2
lead,2
leader,2
least,2
leather,2
lemon,2
lend,2
length,2
less,2
lie,2
lift,2
likely,2
limit,2
load,2
local,2
lock,2
locker,2
lonely,2
lot,2
loud,2
lovely,2
luck,2
mad,2
magic,2
main,2
maker,2
male,2
mama,2
manage,2
manager,2
mankind,2
manner,2
mark,2
married,2
mass,2
match,2
mate,2
material,2
mathematics,2
maybe,2
meaning,2
measure,2
medal,2
medical,2
medicine,2
melon,2
melt,2
mention,2
menu,2
merry,2
message,2
metal,2
method,2
might,2
mild,2
millimeter,2
million,2
mix,2
model,2
modern,2
moment,2
monster,2
monthly,2
mood,2
mosquito,2
motor,2
movement,2
mud,2
murder,2
musical,2
myself,2
mystery,2
nation,2
national,2
native,2
naturally,2
nature,2
navy,2
nearly,2
neat,2
necklace,2
needle,2
neither,2
nephew,2
nervous,2
nest,2
net,2
niece,2
nineteenth,2
ninetieth,2
ninth,2
noble,2
nod,2
noisy,2
nor,2
normal,2
notice,2
nowhere,2
nut,2
object,2
occasion,2
ocean,2
offer,2
officer,2
official,2
oneself,2
onion,2
opera,2
opinion,2
opposite,2
ought,2
ourselves,2
oven,2
owe,2
own,2
owner,2
pack,2
package,2
pain,2
painful,2
painter,2
painting,2
pajamas,2
palace,2
pan,2
panda,2
papa,2
parade,2
pardon,2
particular,2
partly,2
passage,2
passenger,2
passport,2
path,2
patient,2
pattern,2
pause,2
pea,2
peace,2
peaceful,2
peach,2
peak,2
peanut,2
pearl,2
pepper,2
perfect,2
perform,2
period,2
permit,2
personal,2
photographer,2
pie,2
pillow,2
pin,2
pineapple,2
pizza,2
plain,2
planet,2
plastic,2
plate,2
platform,2
player,2
pleasant,2
pleased,2
pleasure,2
plenty,2
poem,2
poet,2
poison,2
pole,2
policy,2
polish,2
polite,2
pond,2
port,2
position,2
positive,2
possibility,2
possible,2
pour,2
powder,2
powerful,2
practical,2
praise,2
pray,2
precious,2
prefer,2
prepare,2
president,2
press,2
prevent,2
pride,2
priest,2
prince,2
princess,2
print,2
prison,2
prisoner,2
private,2
prize,2
probably,2
problem,2
process,2
produce,2
product,2
professional,2
professor,2
profit,2
program,2
progress,2
proof,2
proper,2
propose,2
protect,2
protection,2
prove,2
provide,2
public,2
publish,2
punish,2
pupil,2
pure,2
purple,2
purpose,2
purse,2
puzzle,2
quietly,2
quite,2
quiz,2
racket,2
rail,2
railroad,2
railway,2
rainbow,2
raise,2
rank,2
rapid,2
rat,2
rate,2
rather,2
raw,2
reader,2
realize,2
reason,2
reasonable,2
recently,2
record,2
recover,2
regard,2
regular,2
remain,2
remove,2
repair,2
repeat,2
reply,2
report,2
reporter,2
request,2
reserve,2
respect,2
responsible,2
rest,2
result,2
ribbon,2
role,2
roll,2
root,2
rough,2
route,2
row,2
royal,2
ruler,2
rumor,2
runner,2
rush,2
safety,2
sail,2
sailing,2
sailor,2
salary,2
sauce,2
saying,2
schoolboy,2
schoolgirl,2
scientific,2
scientist,2
score,2
scream,2
secretary,2
seller,2
sense,2
sentence,2
separate,2
serious,2
servant,2
serve,2
service,2
seventeenth,2
seventh,2
seventieth,2
sex,2
shade,2
shadow,2
shampoo,2
share,2
sheet,2
shock,2
shoot,2
shore,2
shot,2
shout,2
shrimp,2
sight,2
signal,2
silence,2
silk,2
silly,2
similar,2
single,2
sink,2
sir,2
sixteenth,2
sixth,2
sixtieth,2
skate,2
skating,2
skirt,2
slide,2
slip,2
smooth,2
social,2
society,2
sock,2
sofa,2
soldier,2
solid,2
solve,2
somewhere,2
sort,2
spaghetti,2
spare,2
speaking,2
speech,2
spell,2
spelling,2
spider,2
spirit,2
spoken,2
spot,2
spread,2
stage,2
stair,2
standard,2
state,2
steak,2
steal,2
steam,2
steel,2
stereo,2
stick,2
stomach,2
storm,2
stranger,2
straw,2
strawberry,2
stream,2
strength,2
stretch,2
strike,2
struggle,2
stuff,2
stupid,2
style,2
subject,2
succeed,2
success,2
successful,2
sudden,2
suffer,2
suggest,2
suitcase,2
sundae,2
sunlight,2
sunset,2
sunshine,2
super,2
supper,2
support,2
surely,2
surprised,2
swallow,2
swan,2
sweat,2
sweater,2
swing,2
symbol,2
system,2
tail,2
tax,2
tear,2
teen,2
teenage,2
teenager,2
temple,2
tenth,2
term,2
terrible,2
text,2
theater,2
themselves,2
thief,2
thinking,2
thirsty,2
thirteenth,2
thirtieth,2
thought,2
throat,2
thumb,2
tight,2
tiny,2
tip,2
tire,2
title,2
tobacco,2
ton,2
tool,2
toothbrush,2
toothpaste,2
topic,2
total,2
tour,2
tourist,2
track,2
trade,2
traffic,2
training,2
trick,2
truck,2
trumpet,2
trust,2
truth,2
tube,2
tulip,2
tummy,2
turkey,2
twelfth,2
twentieth,2
twice,2
twin,2
unable,2
understanding,2
underwear,2
unhappy,2
uniform,2
university,2
unless,2
upper,2
upstairs,2
used,2
valley,2
valuable,2
value,2
view,2
violent,2
violet,2
vocabulary,2
volleyball,2
vote,2
waiter,2
waitress,2
walker,2
warn,2
warning,2
waste,2
wealth,2
weather,2
wedding,2
weekly,2
weigh,2
weight,2
western,2
wheel,2
whether,2
whiskey,2
whole,2
willing,2
win,2
wing,2
wipe,2
wire,2
wish,2
within,2
wolf,2
wonder,2
wooden,2
wool,2
worker,2
worried,2
worse,2
worth,2
writer,2
writing,2
yeah,2
yet,2
yourself,2
yourselves,2
youth,2
zero,2
march,2
absence,3
absolute,3
academic,3
access,3
accompany,3
according,3
achieve,3
addition,3
additional,3
admit,3
adopt,3
advance,3
advantage,3
adviser,3
affair,3
affect,3
afford,3
agreement,3
aid,3
aircraft,3
airmail,3
alarm,3
alcohol,3
alike,3
aloud,3
although,3
altogether,3
ambulance,3
analysis,3
angle,3
ankle,3
announcement,3
announcer,3
anyhow,3
anymore,3
appeal,3
application,3
appoint,3
appointment,3
approve,3
arch,3
argue,3
argument,3
arrest,3
arrow,3
article,3
ashamed,3
asparagus,3
assistance,3
assistant,3
atlas,3
atom,3
atomic,3
attach,3
attempt,3
attitude,3
attract,3
attractive,3
audio,3
author,3
authority,3
automatic,3
available,3
avenue,3
average,3
avoid,3
babysitter,3
background,3
backyard,3
baggage,3
bakery,3
baking,3
balcony,3
banker,3
barber,3
bare,3
bargain,3
bark,3
basement,3
basis,3
bathe,3
bathtub,3
battery,3
beast,3
bedtime,3
beefsteak,3
beg,3
beginner,3
being,3
belief,3
believer,3
beneath,3
benefit,3
besides,3
bet,3
Bible,3
bind,3
biscuit,3
bitter,3
blank,3
bless,3
blouse,3
boast,3
bold,3
bomb,3
bookcase,3
bookseller,3
bookshelf,3
border,3
bore,3
bored,3
bound,3
bowling,3
boxer,3
boxing,3
brand,3
breast,3
breed,3
brightly,3
broccoli,3
brow,3
bubble,3
bucket,3
bull,3
bullet,3
bunch,3
burger,3
bury,3
busily,3
businesswoman,3
cabbage,3
cafeteria,3
calm,3
calmly,3
cancel,3
canoe,3
carbon,3
career,3
careless,3
carpet,3
carriage,3
carrot,3
cart,3
cassette,3
casual,3
celebrate,3
celebration,3
cell,3
ceremony,3
chairman,3
challenge,3
channel,3
chapel,3
chart,3
chase,3
cheerful,3
chemical,3
childhood,3
chimney,3
chimpanzee,3
chin,3
Christ,3
circus,3
classic,3
cleaner,3
cleanly,3
client,3
cliff,3
climate,3
climbing,3
closed,3
closely,3
clothe,3
clothing,3
cocktail,3
coffeepot,3
cola,3
collar,3
collector,3
comb,3
combination,3
comfortably,3
comment,3
commercial,3
committee,3
communicate,3
communication,3
community,3
compact,3
competition,3
complaint,3
complex,3
composition,3
concern,3
conduct,3
confidence,3
confirm,3
connect,3
connection,3
conscious,3
consider,3
considerable,3
contact,3
continent,3
contract,3
convenient,3
costume,3
cough,3
countryside,3
covering,3
crack,3
crayon,3
creative,3
creature,3
credit,3
crime,3
criminal,3
crop,3
cruel,3
crush,3
cupboard,3
cure,3
curl,3
curry,3
cushion,3
cutter,3
darkness,3
data,3
dawn,3
daytime,3
deck,3
decrease,3
deer,3
defeat,3
delay,3
delight,3
delighted,3
democracy,3
democratic,3
description,3
deserve,3
desire,3
determine,3
development,3
device,3
devil,3
diet,3
differently,3
director,3
dirt,3
disappoint,3
disappointment,3
discovery,3
dismiss,3
display,3
distribution,3
document,3
doing,3
domestic,3
dramatic,3
drawer,3
drawing,3
drugstore,3
drum,3
duck,3
due,3
dull,3
eager,3
eagle,3
earthquake,3
ease,3
eastern,3
economic,3
economy,3
educational,3
effective,3
elect,3
election,3
element,3
elsewhere,3
emotion,3
employ,3
employee,3
employer,3
employment,3
encourage,3
engineering,3
entertain,3
entertainment,3
entire,3
entirely,3
environment,3
equally,3
equipment,3
escalator,3
essay,3
essential,3
establish,3
evidence,3
evil,3
exception,3
exchange,3
excite,3
excited,3
excitement,3
expense,3
experiment,3
expert,3
explanation,3
explore,3
explorer,3
export,3
expression,3
extra,3
extremely,3
eyebrow,3
failure,3
fairly,3
fairy,3
faith,3
fancy,3
farther,3
fashionable,3
feather,3
feature,3
fee,3
fever,3
file,3
finance,3
financial,3
firefighter,3
fireplace,3
firstly,3
fixed,3
flash,3
flock,3
flour,3
flute,3
fog,3
folk,3
fond,3
forth,3
fortunately,3
fortune,3
found,3
foundation,3
fountain,3
frame,3
frank,3
freezer,3
frighten,3
frightened,3
fry,3
fully,3
function,3
fund,3
funeral,3
fur,3
gang,3
gap,3
garlic,3
gasoline,3
generation,3
gently,3
geography,3
glance,3
global,3
glue,3
goalkeeper,3
goat,3
goods,3
goose,3
gossip,3
government,3
governor,3
grace,3
gradually,3
graduate,3
gram,3
grandchild,3
grant,3
grave,3
greet,3
grip,3
grown,3
growth,3
guilty,3
guy,3
handbag,3
handy,3
happening,3
harmony,3
harp,3
hawk,3
hearing,3
heel,3
helmet,3
helpless,3
hen,3
highway,3
hint,3
hip,3
homemade,3
hometown,3
honor,3
hopeful,3
hopeless,3
horizon,3
horn,3
horrible,3
horror,3
housewife,3
housework,3
housing,3
huge,3
humor,3
hundredth,3
hunger,3
hunter,3
ideal,3
identify,3
ignore,3
impact,3
import,3
impress,3
improvement,3
including,3
income,3
increase,3
indeed,3
independent,3
index,3
individual,3
indoor,3
indoors,3
industrial,3
influence,3
informal,3
injury,3
inner,3
insist,3
instant,3
institution,3
instruction,3
instrument,3
insurance,3
intelligence,3
intention,3
interrupt,3
interview,3
introduction,3
invent,3
issue,3
item,3
jail,3
jar,3
jaw,3
jealous,3
jeep,3
jelly,3
jewel,3
joint,3
journal,3
journalist,3
justice,3
kangaroo,3
keen,3
ketchup,3
kettle,3
keyboard,3
killing,3
kindly,3
kindness,3
kingdom,3
kite,3
kitten,3
kitty,3
kiwi,3
knit,3
known,3
koala,3
label,3
ladder,3
lamb,3
landing,3
lane,3
lap,3
largely,3
lately,3
latest,3
lawn,3
leading,3
league,3
lean,3
learned,3
learning,3
lecture,3
legal,3
leisure,3
lemonade,3
lens,3
lettuce,3
liberty,3
license,3
lid,3
lifestyle,3
lightly,3
lightning,3
lily,3
link,3
listener,3
liter,3
literature,3
living,3
loaf,3
loan,3
location,3
loose,3
lord,3
loss,3
lost,3
lover,3
loving,3
lower,3
loyal,3
loyalty,3
luggage,3
lunchtime,3
lung,3
madam,3
mailman,3
mainly,3
maintain,3
major,3
majority,3
management,3
marriage,3
mask,3
means,3
meantime,3
media,3
melody,3
membership,3
mental,3
merchant,3
merely,3
merit,3
microphone,3
military,3
mineral,3
minister,3
ministry,3
minor,3
missing,3
mistaken,3
mixer,3
moonlight,3
moral,3
moreover,3
mostly,3
motion,3
motorboat,3
motorcycle,3
mount,3
moustache,3
moving,3
muscle,3
mushroom,3
mustard,3
mysterious,3
naked,3
napkin,3
necessity,3
needless,3
negative,3
neglect,3
neighborhood,3
nerve,3
network,3
nickname,3
nonsense,3
northern,3
novel,3
observation,3
observe,3
obvious,3
occupy,3
occur,3
odd,3
offend,3
offense,3
olive,3
omelette,3
onto,3
opening,3
operate,3
operation,3
operator,3
opportunity,3
oppose,3
option,3
orchestra,3
ordinary,3
organ,3
organization,3
original,3
otherwise,3
outdoor,3
overcoat,3
overnight,3
pace,3
paid,3
pale,3
palm,3
pancake,3
paradise,3
parcel,3
parking,3
particularly,3
partner,3
passion,3
pat,3
patch,3
patience,3
patrol,3
payment,3
pear,3
pence,3
penny,3
per,3
percentage,3
perfectly,3
performance,3
permanent,3
permission,3
personality,3
photography,3
phrase,3
physical,3
physics,3
pianist,3
pigeon,3
pile,3
pill,3
pistol,3
pitcher,3
pity,3
planning,3
playground,3
plum,3
plus,3
poetry,3
pointed,3
political,3
politician,3
politics,3
pop,3
population,3
porch,3
pose,3
possess,3
possibly,3
postcard,3
postman,3
practically,3
prayer,3
presence,3
pressure,3
pretend,3
previous,3
principal,3
principle,3
printer,3
probable,3
producer,3
production,3
profession,3
project,3
promising,3
properly,3
property,3
proposal,3
protest,3
pub,3
pudding,3
pump,3
pumpkin,3
punishment,3
quality,3
quarrel,3
raincoat,3
range,3
rapidly,3
rare,3
rarely,3
ray,3
reaction,3
reading,3
reality,3
receipt,3
recent,3
recognize,3
recommend,3
recorder,3
reduce,3
refer,3
reflect,3
reform,3
refrigerator,3
refuse,3
regret,3
regulation,3
reject,3
relate,3
relation,3
relationship,3
relative,3
relax,3
release,3
relief,3
religion,3
religious,3
rely,3
remind,3
rent,3
replace,3
represent,3
require,3
research,3
respond,3
response,3
responsibility,3
retire,3
review,3
revolution,3
reward,3
rhythm,3
rid,3
risk,3
rival,3
roast,3
rob,3
robber,3
robe,3
rod,3
romantic,3
roughly,3
rub,3
rubber,3
rude,3
ruin,3
sack,3
sadly,3
safely,3
sake,3
sales,3
salesman,3
sample,3
sandal,3
satisfy,3
saucer,3
sausage,3
saving,3
saw,3
scale,3
scarf,3
schedule,3
scissors,3
screen,3
screw,3
seafood,3
search,3
seashore,3
seaside,3
secondly,3
section,3
security,3
seed,3
seek,3
seldom,3
select,3
selection,3
self,3
selfish,3
senior,3
sensible,3
sensitive,3
series,3
seriously,3
setting,3
settle,3
sexual,3
shame,3
sharply,3
shave,3
shelf,3
shell,3
shopkeeper,3
shy,3
sickness,3
sigh,3
signature,3
silently,3
simply,3
sincere,3
sincerely,3
singing,3
situation,3
sketch,3
sketchbook,3
skill,3
slave,3
slice,3
slight,3
slightly,3
slope,3
smart,3
softly,3
soil,3
somehow,3
sometime,3
somewhat,3
sore,3
soul,3
sour,3
southern,3
specialist,3
specially,3
specific,3
speedy,3
spice,3
spin,3
split,3
spoil,3
sportsman,3
spy,3
stadium,3
staff,3
statement,3
statue,3
steady,3
stewardess,3
stiff,3
stock,3
stocking,3
stolen,3
stove,3
stress,3
strict,3
string,3
stroke,3
structure,3
studio,3
suck,3
suffering,3
sufficient,3
suggestion,3
suitable,3
sum,3
sunny,3
sunrise,3
supply,3
supporter,3
suppose,3
surface,3
surprising,3
surround,3
survive,3
suspect,3
swear,3
sweatshirt,3
sweep,3
swell,3
swimmer,3
sympathy,3
tablecloth,3
tailor,3
tale,3
talent,3
tank,3
tap,3
target,3
teaching,3
teacup,3
teammate,3
teapot,3
technical,3
technique,3
technology,3
telegram,3
telescope,3
temper,3
temperature,3
temporary,3
tend,3
terribly,3
theory,3
therefore,3
thread,3
threat,3
threaten,3
throughout,3
thunder,3
thus,3
